id,total_len,nb_groups,len_groups,max_len_group,start_pos
logo_32,835,139,"[5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 66, 5, 5, 5, 9, 6, 16, 16, 23, 16, 16, 12, 18, 6, 5, 5]",66,"[P(4.077139854431152, 7.689423084259033), P(3.799220085144043, 7.696142673492432), P(3.707028388977051, 7.71146297454834), P(3.889799118041992, 7.7447919845581055), P(3.415670394897461, 7.749898910522461), P(3.315951347351074, 7.756886959075928), P(3.5495223999023438, 7.763338088989258), P(3.856471061706543, 7.793979167938232), P(3.965865135192871, 7.805267810821533), P(3.8892621994018555, 7.900416374206543), P(4.379250526428223, 7.95067834854126), P(4.162343978881836, 7.955516338348389), P(4.090847969055176, 7.966268062591553), P(3.3971242904663086, 7.985620021820068), P(4.233033657073975, 7.989651679992676), P(3.863459587097168, 7.993414402008057), P(3.7857818603515625, 7.998521327972412), P(3.967745780944824, 8.002821922302246), P(3.2654218673706055, 8.011154174804688), P(4.207230091094971, 8.024593353271484), P(4.2927021980285645, 8.0326566696167), P(3.090982437133789, 8.049859046936035), P(4.87515115737915, 8.061416625976562), P(4.678941249847412, 8.065178871154785), P(4.613895893096924, 8.074586868286133), P(3.005779266357422, 8.094207763671875), P(4.742642402648926, 8.094745635986328), P(4.408278465270996, 8.097702026367188), P(4.232495307922363, 8.09931468963623), P(4.337858200073242, 8.102002143859863), P(4.502621173858643, 8.105764389038086), P(4.7192583084106445, 8.124310493469238), P(4.796935558319092, 8.13156795501709), P(3.8489456176757812, 8.159521102905273), P(3.061415672302246, 8.176992416381836), P(3.746540069580078, 8.177260398864746), P(4.742373466491699, 8.188817977905273), P(3.610804557800293, 8.204407691955566), P(5.1286115646362305, 8.224297523498535), P(4.950678825378418, 8.227791786193848), P(4.89208459854126, 8.235855102539062), P(3.544147491455078, 8.236124038696289), P(4.394839286804199, 8.240693092346191), P(3.078080177307129, 8.252519607543945), P(5.008735179901123, 8.253057479858398), P(3.194462776184082, 8.253594398498535), P(4.705550193786621, 8.255744934082031), P(4.302109718322754, 8.256282806396484), P(4.641849517822266, 8.25950813293457), P(4.7912917137146, 8.262733459472656), P(4.987501621246338, 8.278860092163086), P(4.179008483886719, 8.279397964477539), P(5.057384490966797, 8.284772872924805), P(3.5382347106933594, 8.290148735046387), P(3.131837844848633, 8.296331405639648), P(4.119070053100586, 8.306544303894043), P(3.2097835540771484, 8.327777862548828), P(5.008198261260986, 8.334228515625), P(3.950275421142578, 8.336379051208496), P(3.6516599655151367, 8.336647987365723), P(3.5613489151000977, 8.35008716583252), P(3.198763847351074, 8.371320724487305), P(4.028221607208252, 8.378578186035156), P(4.693993091583252, 8.378578186035156), P(3.6086549758911133, 8.37938404083252), P(3.9626388549804688, 8.383147239685059), P(4.60959529876709, 8.392017364501953), P(3.6731624603271484, 8.395511627197266), P(3.994624137878418, 8.408143997192383), P(4.498588562011719, 8.412176132202148), P(4.278726100921631, 8.41862678527832), P(4.039510726928711, 8.424808502197266), P(3.242036819458008, 8.427495956420898), P(3.670206069946289, 8.432602882385254), P(4.443758010864258, 8.435291290283203), P(4.03494119644165, 8.45276165008545), P(4.289745807647705, 8.457061767578125), P(4.364198207855225, 8.457599639892578), P(3.7895450592041016, 8.468619346618652), P(4.324419021606445, 8.47910213470459), P(4.061551094055176, 8.486090660095215), P(4.964117527008057, 8.489047050476074), P(4.373874664306641, 8.49496078491211), P(3.3027820587158203, 8.498185157775879), P(4.582986354827881, 8.504098892211914), P(4.876226425170898, 8.513774871826172), P(3.2742910385131836, 8.516462326049805), P(4.367155075073242, 8.517000198364258), P(3.7675046920776367, 8.523988723754883), P(4.098373889923096, 8.528019905090332), P(4.615777492523193, 8.53554630279541), P(4.083322525024414, 8.540921211242676), P(4.672221660614014, 8.541996955871582), P(3.7481517791748047, 8.542264938354492), P(4.394570350646973, 8.545490264892578), P(4.964386463165283, 8.546834945678711), P(4.747749328613281, 8.560274124145508), P(3.318370819091797, 8.564037322998047), P(4.1096625328063965, 8.568875312805176), P(3.7882003784179688, 8.575593948364258), P(4.968418121337891, 8.578282356262207), P(4.433544158935547, 8.581507682800293), P(4.1150383949279785, 8.585270881652832), P(3.325897216796875, 8.590377807617188), P(4.4155354499816895, 8.590377807617188), P(3.836581230163574, 8.596290588378906), P(4.848273277282715, 8.60919189453125), P(4.443488597869873, 8.614298820495605), P(4.897460460662842, 8.62021255493164), P(4.953366756439209, 8.62128734588623), P(4.4485955238342285, 8.627737998962402), P(4.138690948486328, 8.632307052612305), P(4.1475605964660645, 8.643596649169922), P(3.836581230163574, 8.65542221069336), P(5.010347843170166, 8.657303810119629), P(4.961429595947266, 8.657841682434082), P(4.472248554229736, 8.666979789733887), P(3.3629884719848633, 8.668054580688477), P(3.850020408630371, 8.669130325317383), P(4.481387138366699, 8.676387786865234), P(3.3772335052490234, 8.686869621276855), P(5.046096324920654, 8.697352409362793), P(4.17981481552124, 8.704608917236328), P(12.706894874572754, 8.722618103027344), P(4.514178276062012, 8.727455139160156), P(3.902970314025879, 8.745195388793945), P(3.427764892578125, 8.787393569946289), P(5.0154547691345215, 13.203198432922363), P(4.95820426940918, 13.46552848815918), P(8.126596450805664, 13.718989372253418), P(14.936433792114258, 13.718989372253418), P(12.3948392868042, 13.718990325927734), P(17.157642364501953, 13.718990325927734), P(19.168121337890625, 13.718990325927734), P(7.189087390899658, 13.721677780151367), P(9.83873176574707, 13.749093055725098), P(4.895040512084961, 14.32186508178711), P(8.391345977783203, 14.556779861450195), P(15.201452255249023, 14.556779861450195)]"
logo_36,334,24,"[29, 128, 10, 4, 7, 6, 3, 4, 3, 6, 5, 4, 15, 15, 15, 11, 5, 8, 11, 18, 11, 6, 5, 5]",128,"[P(17.374954223632812, 9.506281852722168), P(17.766759872436523, 9.560334205627441), P(17.469512939453125, 9.884540557861328), P(18.57727813720703, 10.087176322937012), P(19.293315887451172, 10.114215850830078), P(17.864276885986328, 10.623345375061035), P(19.202573776245117, 10.683095932006836), P(17.537057876586914, 10.695110321044922), P(17.807266235351562, 10.911266326904297), P(16.301300048828125, 11.148951530456543), P(17.942331314086914, 11.586771965026855), P(17.86975860595703, 12.206802368164062), P(13.274101257324219, 13.011512756347656), P(14.469165802001953, 13.011512756347656), P(17.277816772460938, 13.011512756347656), P(5.0106520652771, 13.014522552490234), P(6.205770969390869, 13.014522552490234), P(10.245692253112793, 13.014522552490234), P(11.844120025634766, 13.014549255371094), P(7.777184963226318, 13.01455020904541), P(15.266887664794922, 13.044599533081055), P(10.233650207519531, 13.174072265625), P(6.208754062652588, 13.183103561401367), P(12.160263061523438, 13.746016502380371)]"
logo_38,196,18,"[5, 17, 24, 17, 5, 5, 5, 5, 17, 17, 5, 17, 10, 13, 11, 12, 7, 4]",24,"[P(10.17497730255127, 9.11355972290039), P(11.2057523727417, 9.909688949584961), P(6.761188507080078, 10.027684211730957), P(13.65031623840332, 10.049186706542969), P(12.224164009094238, 10.505577087402344), P(14.880258560180664, 10.505577087402344), P(12.198629379272461, 10.840746879577637), P(14.854455947875977, 10.840746879577637), P(11.238812446594238, 12.335169792175293), P(17.295793533325195, 12.35075855255127), P(12.925145149230957, 12.3948392868042), P(13.861041069030762, 12.471711158752441), P(19.10576629638672, 12.928369522094727), P(15.052546501159668, 12.928638458251953), P(16.336515426635742, 12.93105697631836), P(12.360167503356934, 12.931326866149902), P(13.040989875793457, 12.951753616333008), P(19.095552444458008, 13.09850788116455)]"
logo_37,403,26,"[47, 14, 11, 10, 15, 36, 11, 8, 15, 7, 17, 7, 9, 12, 5, 17, 13, 19, 19, 23, 23, 23, 25, 5, 6, 6]",47,"[P(11.844093322753906, 8.968500137329102), P(11.986736297607422, 9.566542625427246), P(11.794851303100586, 9.569795608520508), P(11.792834281921387, 9.812345504760742), P(12.258153915405273, 9.84583568572998), P(11.920533180236816, 10.020759582519531), P(12.613054275512695, 10.092309951782227), P(11.193448066711426, 10.171171188354492), P(13.220721244812012, 10.7594575881958), P(12.820072174072266, 10.772546768188477), P(10.66641902923584, 10.803215026855469), P(11.006133079528809, 10.881001472473145), P(11.922980308532715, 11.107719421386719), P(12.198994636535645, 11.117610931396484), P(6.484767913818359, 13.213582992553711), P(17.0074462890625, 13.213582992553711), P(11.024518966674805, 13.213583946228027), P(12.693581581115723, 13.213583946228027), P(4.990359306335449, 13.213610649108887), P(14.295585632324219, 13.213610649108887), P(15.814157485961914, 13.213610649108887), P(19.077106475830078, 13.213610649108887), P(8.355554580688477, 13.213637351989746), P(6.484767913818359, 13.385631561279297), P(10.968073844909668, 13.388293266296387), P(13.01351547241211, 13.915162086486816)]"
logo_39,270,19,"[5, 9, 16, 9, 28, 28, 21, 22, 22, 17, 5, 5, 23, 19, 15, 9, 7, 5, 5]",28,"[P(5.777449607849121, 10.603279113769531), P(5.7777180671691895, 10.82663631439209), P(5.912646293640137, 11.155355453491211), P(13.781749725341797, 11.358016014099121), P(8.141379356384277, 11.358284950256348), P(12.381401062011719, 11.358284950256348), P(17.706222534179688, 11.358284950256348), P(10.116381645202637, 11.452627182006836), P(14.658514022827148, 11.452627182006836), P(19.148502349853516, 11.762263298034668), P(9.0718994140625, 11.762531280517578), P(11.190969467163086, 11.762531280517578), P(15.690902709960938, 11.762532234191895), P(16.806880950927734, 11.762532234191895), P(13.353851318359375, 11.764144897460938), P(13.757290840148926, 11.809568405151367), P(19.15253448486328, 11.954978942871094), P(9.0718994140625, 11.958742141723633), P(11.190969467163086, 11.958742141723633)]"
logo_34,813,138,"[5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 66, 5, 5, 5, 9, 10, 14, 22, 14, 14, 14, 14, 5, 5, 5]",66,"[P(4.077139854431152, 8.070420265197754), P(3.799220085144043, 8.077139854431152), P(3.707028388977051, 8.092460632324219), P(3.889799118041992, 8.125788688659668), P(3.415670394897461, 8.130895614624023), P(3.315951347351074, 8.137884140014648), P(3.5495223999023438, 8.14433479309082), P(3.856471061706543, 8.174976348876953), P(3.965865135192871, 8.186264991760254), P(3.8892621994018555, 8.281413078308105), P(4.379250526428223, 8.33167552947998), P(4.162343978881836, 8.33651351928711), P(4.090847969055176, 8.347265243530273), P(3.3971242904663086, 8.366617202758789), P(4.233033657073975, 8.370648384094238), P(3.863459587097168, 8.374411582946777), P(3.7857818603515625, 8.379518508911133), P(3.967745780944824, 8.383818626403809), P(3.2654218673706055, 8.39215087890625), P(4.207230091094971, 8.405590057373047), P(4.2927021980285645, 8.413653373718262), P(3.090982437133789, 8.430855751037598), P(4.87515115737915, 8.442413330078125), P(4.678941249847412, 8.446176528930664), P(4.613895893096924, 8.455583572387695), P(3.005779266357422, 8.475204467773438), P(4.742642402648926, 8.47574234008789), P(4.408278465270996, 8.47869873046875), P(4.232495307922363, 8.480311393737793), P(4.337858200073242, 8.482999801635742), P(4.502621173858643, 8.486762046813965), P(4.7192583084106445, 8.505308151245117), P(4.796935558319092, 8.512565612792969), P(3.8489456176757812, 8.540517807006836), P(3.061415672302246, 8.557989120483398), P(3.746540069580078, 8.558258056640625), P(4.742373466491699, 8.569815635681152), P(3.610804557800293, 8.585405349731445), P(5.1286115646362305, 8.605295181274414), P(4.950678825378418, 8.60878849029541), P(4.89208459854126, 8.616851806640625), P(3.544147491455078, 8.617120742797852), P(4.394839286804199, 8.62169075012207), P(3.078080177307129, 8.633516311645508), P(5.008735179901123, 8.634054183959961), P(3.194462776184082, 8.634592056274414), P(4.705550193786621, 8.636741638183594), P(4.302109718322754, 8.637279510498047), P(4.641849517822266, 8.640504837036133), P(4.7912917137146, 8.643730163574219), P(4.987501621246338, 8.659856796264648), P(4.179008483886719, 8.660394668579102), P(5.057384490966797, 8.665770530700684), P(3.5382347106933594, 8.671146392822266), P(3.131837844848633, 8.677328109741211), P(4.119070053100586, 8.687541961669922), P(3.2097835540771484, 8.708775520324707), P(5.008198261260986, 8.715226173400879), P(3.950275421142578, 8.717376708984375), P(3.6516599655151367, 8.717644691467285), P(3.5613489151000977, 8.731083869934082), P(3.198763847351074, 8.752317428588867), P(4.028221607208252, 8.759574890136719), P(4.693993091583252, 8.759574890136719), P(3.6086549758911133, 8.760381698608398), P(3.9626388549804688, 8.764143943786621), P(4.60959529876709, 8.773014068603516), P(3.6731624603271484, 8.776508331298828), P(3.994624137878418, 8.789140701293945), P(4.498588562011719, 8.793172836303711), P(4.278726100921631, 8.799623489379883), P(4.039510726928711, 8.805805206298828), P(3.242036819458008, 8.808492660522461), P(3.670206069946289, 8.813599586486816), P(4.443758010864258, 8.816287994384766), P(4.03494119644165, 8.833758354187012), P(4.289745807647705, 8.838058471679688), P(4.364198207855225, 8.83859634399414), P(3.7895450592041016, 8.849617004394531), P(4.324419021606445, 8.860098838806152), P(4.061551094055176, 8.867087364196777), P(4.964117527008057, 8.870043754577637), P(4.373874664306641, 8.875957489013672), P(3.3027820587158203, 8.879182815551758), P(4.582986354827881, 8.885095596313477), P(4.876226425170898, 8.894771575927734), P(3.2742910385131836, 8.897459983825684), P(4.367155075073242, 8.89799690246582), P(3.7675046920776367, 8.904985427856445), P(4.098373889923096, 8.909017562866211), P(4.615777492523193, 8.916543006896973), P(4.083322525024414, 8.921918869018555), P(4.672221660614014, 8.922993659973145), P(3.7481517791748047, 8.923262596130371), P(4.394570350646973, 8.926487922668457), P(4.964386463165283, 8.927831649780273), P(4.747749328613281, 8.94127082824707), P(3.318370819091797, 8.94503402709961), P(4.1096625328063965, 8.949872016906738), P(3.7882003784179688, 8.956591606140137), P(4.968418121337891, 8.95927906036377), P(4.433544158935547, 8.962504386901855), P(4.1150383949279785, 8.966267585754395), P(3.325897216796875, 8.97137451171875), P(4.4155354499816895, 8.97137451171875), P(3.836581230163574, 8.977287292480469), P(4.848273277282715, 8.990188598632812), P(4.443488597869873, 8.995296478271484), P(4.897460460662842, 9.001209259033203), P(4.953366756439209, 9.002284049987793), P(4.4485955238342285, 9.008734703063965), P(4.138690948486328, 9.013304710388184), P(4.1475605964660645, 9.024593353271484), P(3.836581230163574, 9.036418914794922), P(5.010347843170166, 9.038301467895508), P(4.961429595947266, 9.038838386535645), P(4.472248554229736, 9.047977447509766), P(3.3629884719848633, 9.049052238464355), P(3.850020408630371, 9.050127029418945), P(4.481387138366699, 9.057384490966797), P(3.3772335052490234, 9.067867279052734), P(5.046096324920654, 9.078349113464355), P(4.17981481552124, 9.085606575012207), P(6.15078592300415, 9.105765342712402), P(4.514178276062012, 9.108452796936035), P(3.902970314025879, 9.126192092895508), P(3.427764892578125, 9.168391227722168), P(6.5757293701171875, 12.802848815917969), P(9.096357345581055, 13.408681869506836), P(9.956457138061523, 13.408681869506836), P(13.467813491821289, 13.408681869506836), P(15.672892570495605, 13.408681869506836), P(17.53742790222168, 13.408681869506836), P(19.240962982177734, 13.408681869506836), P(11.806208610534668, 13.440936088562012), P(7.187206268310547, 13.614299774169922), P(10.132241249084473, 14.205080032348633), P(15.848676681518555, 14.205080032348633)]"
logo_40,193,19,"[5, 5, 16, 17, 17, 17, 5, 17, 17, 5, 5, 13, 10, 12, 11, 7, 4, 5, 5]",17,"[P(6.2298078536987305, 10.151055335998535), P(6.230076789855957, 10.446714401245117), P(6.408547401428223, 10.88187026977539), P(9.119474411010742, 11.220266342163086), P(13.10334587097168, 11.224297523498535), P(17.806480407714844, 11.238543510437012), P(14.422524452209473, 11.26138973236084), P(10.964386940002441, 11.331273078918457), P(15.166241645812988, 11.333154678344727), P(9.879586219787598, 11.69466495513916), P(11.893294334411621, 11.69466495513916), P(16.072301864624023, 11.69654655456543), P(19.201719284057617, 11.697083473205566), P(13.993281364440918, 11.69869613647461), P(17.062761306762695, 11.700846672058105), P(14.53165054321289, 11.717242240905762), P(19.19365882873535, 11.859158515930176), P(9.858890533447266, 11.961833000183105), P(11.872597694396973, 11.961833000183105)]"
logo_4,548,39,"[5, 5, 5, 23, 16, 23, 15, 9, 5, 5, 5, 5, 9, 16, 16, 28, 13, 26, 13, 19, 19, 5, 16, 16, 25, 17, 17, 17, 19, 23, 23, 26, 26, 9, 5, 6, 6, 6, 6]",28,"[P(8.190566062927246, 7.4285712242126465), P(13.828518867492676, 9.56188678741455), P(9.142857551574707, 10.095417022705078), P(12.456390380859375, 10.88563346862793), P(15.566994667053223, 10.88563346862793), P(17.410024642944336, 10.88563346862793), P(8.3881196975708, 10.928369522094727), P(13.629619598388672, 10.967612266540527), P(4.952291011810303, 12.0), P(19.047441482543945, 12.0), P(15.428302764892578, 13.142857551574707), P(6.857142925262451, 14.66684627532959), P(17.48528480529785, 15.474534034729004), P(8.855799674987793, 15.474803924560547), P(11.532320976257324, 15.474803924560547), P(13.719661712646484, 15.47507095336914), P(13.178605079650879, 15.475071907043457), P(14.903642654418945, 15.475608825683594), P(8.499664306640625, 15.62397575378418), P(9.205753326416016, 15.624241828918457), P(12.13304615020752, 15.624241828918457), P(10.69694995880127, 15.624244689941406), P(12.600456237792969, 15.624512672424316), P(14.545355796813965, 15.624512672424316), P(16.119874954223633, 15.624512672424316), P(11.07378101348877, 15.62478256225586), P(13.987099647521973, 15.62478256225586), P(16.705551147460938, 15.62478256225586), P(17.86910629272461, 15.62478256225586), P(10.294853210449219, 15.625049591064453), P(17.211933135986328, 15.625049591064453), P(9.719124794006348, 15.633113861083984), P(15.49012279510498, 15.633113861083984), P(17.47641372680664, 15.641983032226562), P(10.69694995880127, 15.697083473205566), P(13.029701232910156, 15.697083473205566), P(8.476818084716797, 15.69788932800293), P(9.249832153320312, 15.825830459594727), P(12.177127838134766, 15.825830459594727)]"
logo_35,854,139,"[5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 9, 5, 5, 66, 13, 17, 25, 16, 16, 19, 19, 15, 6, 6, 6]",66,"[P(4.077139854431152, 9.213277816772461), P(3.799220085144043, 9.21999740600586), P(3.707028388977051, 9.23531723022461), P(3.889799118041992, 9.268646240234375), P(3.415670394897461, 9.273754119873047), P(3.315951347351074, 9.280741691589355), P(3.5495223999023438, 9.287192344665527), P(3.856471061706543, 9.31783390045166), P(3.965865135192871, 9.329122543334961), P(3.8892621994018555, 9.424270629882812), P(4.379250526428223, 9.474533081054688), P(4.162343978881836, 9.479371070861816), P(4.090847969055176, 9.490121841430664), P(3.3971242904663086, 9.509474754333496), P(4.233033657073975, 9.513505935668945), P(3.863459587097168, 9.517269134521484), P(3.7857818603515625, 9.52237606048584), P(3.967745780944824, 9.526676177978516), P(3.2654218673706055, 9.535009384155273), P(4.207230091094971, 9.548447608947754), P(4.2927021980285645, 9.556510925292969), P(3.090982437133789, 9.573713302612305), P(4.87515115737915, 9.585270881652832), P(4.678941249847412, 9.589033126831055), P(4.613895893096924, 9.598441123962402), P(3.005779266357422, 9.618062019348145), P(4.742642402648926, 9.618599891662598), P(4.408278465270996, 9.621556282043457), P(4.232495307922363, 9.6231689453125), P(4.337858200073242, 9.625856399536133), P(4.502621173858643, 9.629619598388672), P(4.7192583084106445, 9.648165702819824), P(4.796935558319092, 9.65542221069336), P(3.8489456176757812, 9.68337631225586), P(3.061415672302246, 9.700846672058105), P(3.746540069580078, 9.701115608215332), P(4.742373466491699, 9.71267318725586), P(3.610804557800293, 9.728261947631836), P(5.1286115646362305, 9.748151779174805), P(4.950678825378418, 9.751646041870117), P(4.89208459854126, 9.759709358215332), P(3.544147491455078, 9.759978294372559), P(4.394839286804199, 9.764547348022461), P(3.078080177307129, 9.776373863220215), P(5.008735179901123, 9.776911735534668), P(3.194462776184082, 9.777449607849121), P(4.705550193786621, 9.779600143432617), P(4.302109718322754, 9.780137062072754), P(4.641849517822266, 9.78336238861084), P(4.7912917137146, 9.786587715148926), P(4.987501621246338, 9.802715301513672), P(4.179008483886719, 9.803252220153809), P(5.057384490966797, 9.80862808227539), P(3.5382347106933594, 9.814002990722656), P(3.131837844848633, 9.820185661315918), P(4.119070053100586, 9.830399513244629), P(3.2097835540771484, 9.851633071899414), P(5.008198261260986, 9.858083724975586), P(3.950275421142578, 9.860234260559082), P(3.6516599655151367, 9.860502243041992), P(3.5613489151000977, 9.873941421508789), P(3.198763847351074, 9.895174980163574), P(4.028221607208252, 9.902432441711426), P(4.693993091583252, 9.902432441711426), P(3.6086549758911133, 9.903238296508789), P(3.9626388549804688, 9.907001495361328), P(4.60959529876709, 9.915871620178223), P(3.6731624603271484, 9.919365882873535), P(3.994624137878418, 9.931998252868652), P(4.498588562011719, 9.936030387878418), P(4.278726100921631, 9.94248104095459), P(4.039510726928711, 9.948662757873535), P(3.242036819458008, 9.951351165771484), P(3.670206069946289, 9.956457138061523), P(4.443758010864258, 9.959145545959473), P(4.03494119644165, 9.976615905761719), P(4.289745807647705, 9.980916976928711), P(4.364198207855225, 9.981453895568848), P(3.7895450592041016, 9.992473602294922), P(4.324419021606445, 10.00295639038086), P(4.061551094055176, 10.009944915771484), P(4.964117527008057, 10.012901306152344), P(4.373874664306641, 10.018815040588379), P(3.3027820587158203, 10.022040367126465), P(4.582986354827881, 10.027953147888184), P(4.876226425170898, 10.037629127502441), P(3.2742910385131836, 10.04031753540039), P(4.367155075073242, 10.040854454040527), P(3.7675046920776367, 10.047842979431152), P(4.098373889923096, 10.051875114440918), P(4.615777492523193, 10.05940055847168), P(4.083322525024414, 10.064776420593262), P(4.672221660614014, 10.065851211547852), P(3.7481517791748047, 10.066120147705078), P(4.394570350646973, 10.069345474243164), P(4.964386463165283, 10.07068920135498), P(4.747749328613281, 10.084128379821777), P(3.318370819091797, 10.087891578674316), P(4.1096625328063965, 10.092729568481445), P(3.7882003784179688, 10.099449157714844), P(4.968418121337891, 10.102136611938477), P(4.433544158935547, 10.105361938476562), P(4.1150383949279785, 10.109125137329102), P(3.325897216796875, 10.114232063293457), P(4.4155354499816895, 10.114232063293457), P(3.836581230163574, 10.120144844055176), P(4.848273277282715, 10.133047103881836), P(4.443488597869873, 10.138153076171875), P(4.897460460662842, 10.14406681060791), P(4.953366756439209, 10.1451416015625), P(4.4485955238342285, 10.151592254638672), P(4.138690948486328, 10.15616226196289), P(4.1475605964660645, 10.167450904846191), P(3.836581230163574, 10.179277420043945), P(5.010347843170166, 10.181158065795898), P(4.961429595947266, 10.181695938110352), P(4.472248554229736, 10.190834045410156), P(3.3629884719848633, 10.191909790039062), P(3.850020408630371, 10.192984580993652), P(4.481387138366699, 10.200242042541504), P(3.3772335052490234, 10.210724830627441), P(5.046096324920654, 10.221206665039062), P(4.17981481552124, 10.228464126586914), P(4.514178276062012, 10.251310348510742), P(4.8531107902526855, 10.255879402160645), P(3.902970314025879, 10.269049644470215), P(3.427764892578125, 10.311248779296875), P(18.17739486694336, 10.658514022827148), P(5.2471442222595215, 11.836043357849121), P(9.220266342163086, 12.369842529296875), P(11.120817184448242, 12.369842529296875), P(14.964387893676758, 12.369842529296875), P(16.501008987426758, 12.369842529296875), P(8.020696640014648, 12.369843482971191), P(13.395779609680176, 12.369843482971191), P(7.100121021270752, 12.371993064880371), P(5.5264081954956055, 12.631635665893555), P(8.177664756774902, 13.08802604675293), P(13.553017616271973, 13.08802604675293)]"
logo_42,272,26,"[13, 13, 21, 13, 17, 10, 11, 9, 6, 9, 21, 5, 11, 9, 11, 11, 8, 7, 9, 11, 11, 11, 11, 6, 4, 4]",21,"[P(14.211532592773438, 9.086950302124023), P(13.768041610717773, 9.08721923828125), P(5.158446788787842, 11.229673385620117), P(13.3508939743042, 11.325090408325195), P(9.891950607299805, 11.441473007202148), P(11.66698169708252, 11.88711166381836), P(7.3374552726745605, 11.887649536132812), P(8.61147689819336, 11.887649536132812), P(11.666980743408203, 12.16019344329834), P(8.61147689819336, 12.179545402526855), P(19.420507431030273, 14.513372421264648), P(9.090444564819336, 14.518210411071777), P(9.776374816894531, 14.518210411071777), P(10.900954246520996, 14.518210411071777), P(11.700578689575195, 14.518210411071777), P(12.667384147644043, 14.518210411071777), P(13.557318687438965, 14.518210411071777), P(14.484612464904785, 14.518210411071777), P(15.50732421875, 14.518210411071777), P(16.306949615478516, 14.518210411071777), P(17.28826904296875, 14.518210411071777), P(18.253459930419922, 14.518210411071777), P(8.191640853881836, 14.518478393554688), P(13.661067962646484, 14.610939025878906), P(10.944228172302246, 14.675178527832031), P(15.550867080688477, 14.675178527832031)]"
logo_43,272,26,"[13, 13, 13, 21, 17, 10, 11, 9, 6, 9, 21, 5, 11, 9, 11, 11, 8, 7, 9, 11, 11, 11, 11, 6, 4, 4]",21,"[P(13.432334899902344, 8.952560424804688), P(16.091655731201172, 10.734041213989258), P(12.007256507873535, 10.734579086303711), P(5.158446788787842, 11.229673385620117), P(9.660799026489258, 11.441473007202148), P(11.358689308166504, 11.88711166381836), P(7.260583400726318, 11.887649536132812), P(8.457466125488281, 11.887649536132812), P(11.358957290649414, 12.16019344329834), P(8.457466125488281, 12.179545402526855), P(19.420507431030273, 14.513372421264648), P(9.090444564819336, 14.518210411071777), P(9.776374816894531, 14.518210411071777), P(10.900954246520996, 14.518210411071777), P(11.700578689575195, 14.518210411071777), P(12.667384147644043, 14.518210411071777), P(13.557318687438965, 14.518210411071777), P(14.484612464904785, 14.518210411071777), P(15.50732421875, 14.518210411071777), P(16.306949615478516, 14.518210411071777), P(17.28826904296875, 14.518210411071777), P(18.253459930419922, 14.518210411071777), P(8.191640853881836, 14.518478393554688), P(13.661067962646484, 14.610939025878906), P(10.944228172302246, 14.675178527832031), P(15.550867080688477, 14.675178527832031)]"
